key_id,press_time,release_time,hold_time_ms
a6f06fde7d842e34a637175d250e758537a9959c30d79714f634eeb938ad555f,48192.004,48304.884,112.87999999999738
ae0fffa7bf37d5b9d993c3faf11e11373dbee70857570277f4d8e786c4a01b9c,48321.503,48409.642,88.13900000000285
2e08c4195ea03bb30885ed831a0fce02d00fbda2cc68ebe89562689cc6571e40,49218.056,49350.446,132.3900000000067
ac19dc77757b532079d1735b8566fb60ac96ee03c27c5fe4366b752a46e8b051,49389.623,49460.544,70.9210000000021
ae0fffa7bf37d5b9d993c3faf11e11373dbee70857570277f4d8e786c4a01b9c,49617.845,49718.768,100.92299999999523
52499948e51cc1ab88e16b60ad9a89518f3ccf5e395644caa9cea0c28470663c,49898.698,49986.25,87.55200000000332
ae0fffa7bf37d5b9d993c3faf11e11373dbee70857570277f4d8e786c4a01b9c,50073.761,50162.407,88.64600000000064
1c38485e295dfe971f373a477c4f4e51d5bf5099ae0cb20d13da43c410cab47c,50782.119,50937.865,155.74599999999919
1564d6cc392f103aea9e9b02b06d7c5e9628f59c8592080f99f415ccac6874b1,50982.663,51080.257,97.59399999999732
ae0fffa7bf37d5b9d993c3faf11e11373dbee70857570277f4d8e786c4a01b9c,51166.396,51264.226,97.83000000000175
1c38485e295dfe971f373a477c4f4e51d5bf5099ae0cb20d13da43c410cab47c,51435.809,51606.486,170.67699999999604
5f8f53e65737690c04bddb4408b63fe0ad41c34fb2db7d1f6935feb3308e9787,51685.067,51783.72,98.65299999999843
96f85aeb125c3ed1a810ac1845fcedd6a877c10f972593c1bdb8f14fd1c93394,52046.04,52145.915,99.875
c70344094ea28ac4b815b31e0071fc673cade1686a3426dc2cd7003f829bc6a4,52286.508,52421.884,135.37599999999657
ae0fffa7bf37d5b9d993c3faf11e11373dbee70857570277f4d8e786c4a01b9c,52446.029,52539.846,93.81699999999546
7769ac8a12582e8ad3ccd6c8b7d5c7ab300644cefd2da3d1cda77fc5fce80812,52708.633,52839.911,131.27799999999843
ac19dc77757b532079d1735b8566fb60ac96ee03c27c5fe4366b752a46e8b051,52973.998,53097.904,123.90600000000268
ae0fffa7bf37d5b9d993c3faf11e11373dbee70857570277f4d8e786c4a01b9c,53285.865,53389.906,104.04100000000471
7769ac8a12582e8ad3ccd6c8b7d5c7ab300644cefd2da3d1cda77fc5fce80812,53656.072,53757.991,101.91900000000169
c70344094ea28ac4b815b31e0071fc673cade1686a3426dc2cd7003f829bc6a4,54320.015,54439.964,119.94900000000052
2e08c4195ea03bb30885ed831a0fce02d00fbda2cc68ebe89562689cc6571e40,54555.968,54662.463,106.49500000000262
7769ac8a12582e8ad3ccd6c8b7d5c7ab300644cefd2da3d1cda77fc5fce80812,54799.811,54939.802,139.9910000000018
ae0fffa7bf37d5b9d993c3faf11e11373dbee70857570277f4d8e786c4a01b9c,54963.721,55070.328,106.60700000000361
7769ac8a12582e8ad3ccd6c8b7d5c7ab300644cefd2da3d1cda77fc5fce80812,55626.264,55755.951,129.68699999999808
5761acac657b955fbed518b8d1814e64ac36e86435d4068599dd23746b80d699,55731.934,55884.914,152.97999999999593
1c38485e295dfe971f373a477c4f4e51d5bf5099ae0cb20d13da43c410cab47c,56146.124,56210.298,64.17399999999907
7769ac8a12582e8ad3ccd6c8b7d5c7ab300644cefd2da3d1cda77fc5fce80812,57442.136,57577.733,135.59700000000157
